#,TICKER,COMPANY_NAME,MARKET_CAP,CLOSE,PREVIOUS_CLOSE,VOLUME,WK52_LOW,WK52_HIGH,ALL_TIME_HIGH,IPO_DATE,EARNINGS_DATE,SECTOR,INDUSTRY,EXCHANGE
3102,DBCA,D. Boral Acquisition I Corp.,554816704,9.98,9.99,13700,9.83,10.07,10.07,1772029800.0,0,Financial Services,Shell Companies,NGM
3103,PD,"PagerDuty, Inc.",767369536,9.95,7.44,8858112,5.7,18.0,59.82,1554989400.0,1779998400,Technology,Software - Application,NYQ
3104,FIP,FTAI Infrastructure Inc.,527009440,4.46,4.56,748514,3.9,7.935,10.455,1658323800.0,1778184000,Industrials,Conglomerates,NMS
3105,VGM,Invesco Trust for Investment Grade Municipals,559131584,10.31,10.27,197725,9.37,10.66,17.75,698509800.0,0,Financial Services,Asset Management,NYQ
3106,WDH,Waterdrop Inc.,549731968,1.53,1.53,107106,1.29,2.18,11.77,1620394200.0,1774441800,Financial Services,Insurance - Diversified,NYQ
3107,AGMB,AgomAb Therapeutics NV,554039744,11.25,11.54,16481,9.0,17.45,17.45,1770388200.0,0,Healthcare,Biotechnology,NMS
3108,PANL,Pangaea Logistics Solutions Ltd.,495190976,7.57,7.68,560973,4.27,9.39,10.73,1387463400.0,1778529600,Industrials,Marine Shipping,NCM
3109,FFIC,Flushing Financial Corporation,541121472,15.97,15.96,306158,11.13,17.79,31.96,816964200.0,1777406400,Financial Services,Banks - Regional,NMS
3110,ECC,Eagle Point Credit Company,544700096,4.12,4.19,1211064,3.46,7.995,22.106,1412775000.0,0,Financial Services,Asset Management,NYQ
3111,MDXG,"MiMedx Group, Inc.",548120320,3.68,3.67,3291163,3.03,7.99,18.25,1202826600.0,1777492800,Healthcare,Biotechnology,NCM
3112,CARS,Cars.com Inc.,574683136,10.28,10.18,598908,7.4,13.97,32.94,1496323800.0,1778157000,Communication Services,Internet Content & Information,NYQ
3113,SFST,"Southern First Bancshares, Inc.",546224896,57.77,57.81,154389,34.51,62.0,65.59,941117400.0,1776774600,Financial Services,Banks - Regional,NGM
3114,CCSI,"Consensus Cloud Solutions, Inc.",631969536,34.35,32.02,151899,19.42,37.3,69.31,1633008600.0,1778184000,Technology,Software - Infrastructure,NMS
3115,SD,"SandRidge Energy, Inc.",541590848,14.67,14.47,416202,9.891,18.45,29.28,1475587800.0,1778097600,Energy,Oil & Gas E&P,NYQ
3116,CERS,Cerus Corporation,609121664,3.04,2.92,3262008,1.15,3.15,81.875,854721000.0,1777579200,Healthcare,Medical Devices,NGM
3117,NRDS,"NerdWallet, Inc.",565869568,8.6,8.57,816350,7.33,16.24,34.44,1636032600.0,1778097600,Communication Services,Internet Content & Information,NGM
3118,RIGL,"Rigel Pharmaceuticals, Inc.",564128384,30.49,30.05,339756,18.14,52.24,1147.5,975508200.0,1778011200,Healthcare,Biotechnology,NMS
3119,NGS,"Natural Gas Services Group, Inc.",495115744,39.3,41.25,111131,22.72,44.12,44.12,1035293400.0,1778529600,Energy,Oil & Gas Equipment & Services,NYQ
3120,MLR,"Miller Industries, Inc.",545968768,47.91,48.84,52067,33.81,49.89,114.375,775834200.0,1778097600,Consumer Cyclical,Auto Parts,NYQ
3121,PRME,"Prime Medicine, Inc.",641191936,3.55,3.4,3264562,1.18,6.94,21.73,1666272600.0,1778157000,Healthcare,Biotechnology,NGM
3122,INV,"Innventure, Inc.",447958528,5.33,5.87,5820123,2.36,7.86,18.75,1638196200.0,1778788800,Financial Services,Asset Management,NGM
3123,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,522155648,14.31,14.39,59687,11.97,15.15,22.8,1312205400.0,0,Financial Services,Asset Management,NYQ
3124,CPS,Cooper-Standard Holdings Inc.,538517760,30.33,30.64,84364,19.32,47.98,146.78,1274794200.0,1778097600,Consumer Cyclical,Auto Parts,NYQ
3125,VKQ,Invesco Municipal Trust,542288064,9.8,9.77,165768,8.94,9.99,17.375,690733800.0,0,Financial Services,Asset Management,NYQ
3126,CIVB,"Civista Bancshares, Inc.",538288704,25.9,25.77,53485,18.95,28.31,40.5,765639000.0,1776861000,Financial Services,Banks - Regional,NCM
3127,CLDT,Chatham Lodging Trust,532520896,10.85,11.04,195097,6.08,11.13,31.6,1271424600.0,1778157000,Real Estate,REIT - Hotel & Motel,NYQ
3128,IPI,"Intrepid Potash, Inc.",524828480,39.07,39.43,139900,22.55,50.34,762.4,1208871000.0,1778097600,Basic Materials,Agricultural Inputs,NYQ
3129,EIKN,"Eikon Therapeutics, Inc.",586862720,10.84,10.3,195986,7.9,17.4,17.4,1770301800.0,1778529600,Healthcare,Biotechnology,NMS
3130,HKD,AMTD Digital Inc.,571988480,1.82,1.8,403043,1.26,5.47,2555.3,1657891800.0,0,Technology,Software - Application,NYQ
3131,IIIN,Insteel Industries Inc.,534219968,27.49,27.58,210332,24.35,41.64,47.7,700842600.0,1776342600,Industrials,Metal Fabrication,NYQ
3132,SRTA,"Strata Critical Medical, Inc.",545982656,6.31,6.47,669111,3.4,6.5,19.88,1572964200.0,1778070600,Healthcare,Medical Care Facilities,NCM
3133,OIS,"Oil States International, Inc.",511644032,8.5,8.35,545130,4.28,14.5,65.77,981729000.0,1777984200,Energy,Oil & Gas Equipment & Services,NYQ
3134,XRN,Chiron Real Estate Inc.,518280960,36.04,36.55,94791,29.05,39.93,92.55,1467293400.0,1778097600,Real Estate,REIT - Healthcare Facilities,NYQ
3135,OOMA,"Ooma, Inc.",484930624,17.65,17.77,290122,9.793,21.96,24.89,1437399000.0,1779825600,Technology,Software - Application,NYQ
3136,BWB,"Bridgewater Bancshares, Inc.",525880352,18.86,18.98,57039,14.35,20.3,20.3,1521034200.0,1776801600,Financial Services,Banks - Regional,NCM
3137,TRC,Tejon Ranch Co.,521767808,19.33,19.59,64412,15.31,21.31,59.06227,322151400.0,1778157000,Industrials,Conglomerates,NYQ
3138,KRT,Karat Packaging Inc.,541416448,27.12,27.35,48812,20.61,32.13,33.89,1618493400.0,1778184000,Consumer Cyclical,Packaging & Containers,NMS
3139,HQL,Abrdn Life Sciences Investors,543087744,17.86,17.67,63352,12.15,18.46,45.5,704727000.0,0,Financial Services,Asset Management,NYQ
3140,GUG,Guggenheim Active Allocation Fund,534277376,16.2,16.31,80856,14.7,16.5,20.28,1637764200.0,0,Financial Services,Asset Management,NYQ
3141,PRTA,Prothena Corporation plc,532955968,10.18,9.98,471692,4.53,11.8,79.749,1355841000.0,1778184000,Healthcare,Biotechnology,NMS
3142,ASTL,Algoma Steel Group Inc.,592284032,5.62,5.56,2005541,3.02,7.245,13.65,1614868200.0,1778616000,Basic Materials,Steel,NGM
3143,KYTX,"Kyverna Therapeutics, Inc.",517975232,8.52,8.65,543463,2.52,13.67,30.6,1707489000.0,1778616000,Healthcare,Biotechnology,NMS
3144,CRD-A,Crawford & Company,509342816,10.45,10.565,39108,8.63,12.1,21.25,649431000.0,1777924800,Financial Services,Insurance Brokers,NYQ
3145,ACIC,American Coastal Insurance Corporation,506449280,10.45,10.52,301774,9.8,13.06,28.43,1194445800.0,1778011200,Financial Services,Insurance - Property & Casualty,NCM
3146,XOMA,XOMA Royalty Corporation,523086336,41.71,41.7,76477,22.29,42.81,11587.5,518448600.0,1773837000,Healthcare,Biotechnology,NGM
3147,BKKT,"Bakkt, Inc.",485964256,10.87,11.0,1430988,6.87,49.79,1270.0,1605796200.0,1778529600,Technology,Software - Infrastructure,NYQ
3148,DDD,3D Systems Corporation,524600992,3.57,3.5,5691697,1.32,3.8,97.28,574007400.0,1778529600,Technology,Computer Hardware,NYQ
3149,KRNY,Kearny Financial Corp.,518566816,8.24,8.21,244555,5.76,8.5,16.1,1109255400.0,1776947400,Financial Services,Banks - Regional,NMS
3150,BBNX,"Beta Bionics, Inc.",540087744,12.12,12.1,430142,8.8,32.71,32.71,1738247400.0,1776801600,Healthcare,Medical Devices,NGM
3151,BDN,Brandywine Realty Trust,538506688,3.1,3.06,1302202,2.47,4.63,37.05,522595800.0,1784750400,Real Estate,REIT - Office,NYQ
3152,RMAX,"RE/MAX Holdings, Inc.",524940704,9.54,9.47,219117,5.46,11.62,67.5,1380720600.0,1778243400,Real Estate,Real Estate Services,NYQ
3153,XMAX,XMax Inc.,543799936,8.55,8.53,636658,0.91,8.83,350.0,1318858200.0,0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NCM
3154,BGY,BlackRock Enhanced International Dividend Trust,522845408,5.77,5.76,492815,5.19,6.23,20.22,1180099800.0,0,Financial Services,Asset Management,NYQ
3155,WIW,Western Asset Inflation-Linked Opportunities & Income Fund,520677024,8.51,8.51,213899,8.33,9.03,15.53,1077719400.0,0,Financial Services,Asset Management,NYQ
3156,CTKB,"Cytek Biosciences, Inc.",541107456,4.19,4.12,959879,2.621,6.18,28.7,1627047000.0,1778184000,Healthcare,Medical Devices,NMS
3157,EBF,"Ennis, Inc.",517492000,20.46,20.54,84507,16.3,22.36,28.45,322151400.0,1776688200,Industrials,Business Equipment & Supplies,NYQ
3158,THW,Abrdn World Healthcare Fund,520289824,12.89,12.9,110278,10.1,13.19,20.25,1435325400.0,0,Financial Services,Asset Management,NYQ
3159,IQI,Invesco Quality Municipal Income Trust,524607264,9.92,9.91,175043,9.06,10.42,16.25,717168600.0,0,Financial Services,Asset Management,NYQ
3160,CBNK,"Capital Bancorp, Inc.",519914720,31.92,31.99,43284,26.4,36.4,36.4,1537968600.0,1777320000,Financial Services,Banks - Regional,NMS
3161,AQST,"Aquestive Therapeutics, Inc.",504309472,4.02,4.02,1121593,2.675,7.55,20.696,1532525400.0,1778702400,Healthcare,Drug Manufacturers - Specialty & Generic,NGM
3162,CRNC,Cerence Inc.,581115200,12.86,11.87,1929813,5.85,13.738,139.0,1568640600.0,1778184000,Technology,Software - Application,NMS
3163,UROY,Uranium Royalty Corp.,513073792,3.5,3.5,2393650,2.13,5.52,5.95,1619616600.0,0,Energy,Uranium,NCM
3164,HBCP,"Home Bancorp, Inc.",504908576,64.38,64.61,43157,48.3,66.0,66.0,1223472600.0,1776715200,Financial Services,Banks - Regional,NMS
3165,TREE,"LendingTree, Inc.",533005312,38.2,38.45,147221,32.65,77.35,434.94,1218547800.0,1777579200,Financial Services,Financial Conglomerates,NMS
3166,VCV,Invesco California Value Municipal Income Trust,517105664,10.66,10.65,133061,9.96,11.38,17.35,739719000.0,0,Financial Services,Asset Management,NYQ
3167,OLP,"One Liberty Properties, Inc.",513847968,23.55,23.7,37175,19.62,25.9,36.6,420125400.0,1772744400,Real Estate,REIT - Diversified,NYQ
3168,CTNM,"Contineum Therapeutics, Inc.",504342208,13.49,13.31,99232,3.57,16.33,22.0,1712323800.0,1772744400,Healthcare,Biotechnology,NMS
3169,BME,BlackRock Health Sciences Trust,519936672,40.23,40.12,40705,35.03,42.74,50.94,1112106600.0,0,Financial Services,Asset Management,NYQ
3170,PROK,ProKidney Corp.,552769088,1.83,1.81,996918,0.54,7.13,14.19,1625059800.0,1778871600,Healthcare,Biotechnology,NCM
3171,EACO,EACO Corporation,510418336,104.99,104.99,100,41.5,109.0,1322.9166,513873000.0,0,Technology,Electronics & Computer Distribution,OID
3172,ETD,Ethan Allen Interiors Inc.,524703552,20.62,21.04,408009,18.28,31.41,46.65,732292200.0,1777492800,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ
3173,ADUR,Aduro Clean Technologies Inc.,568305088,16.85,16.87,567354,7.655,17.66,17.66,1723728600.0,1776256200,Industrials,Pollution & Treatment Controls,NCM
3174,OSPN,OneSpan Inc.,535331904,14.44,13.91,584724,10.07,18.13,44.25,895757400.0,1777579200,Technology,Software - Infrastructure,NCM
3175,TATT,TAT Technologies Ltd.,562299712,43.31,41.83,221558,25.52,64.5,64.5,544199400.0,1779280200,Industrials,Aerospace & Defense,NGM
3176,OWLS,Obook Holdings Inc.,512333792,5.8,5.82,21571,5.154,90.0,90.0,1760621400.0,1777492800,Technology,Software - Infrastructure,NGM
3177,BGB,Blackstone Strategic Credit 2027 Term Fund,507997280,11.37,11.36,143327,10.85,12.65,20.19,1348666200.0,0,Financial Services,Asset Management,NYQ
3178,ITRG,Integra Resources Corp.,554169536,2.74,2.69,1887932,1.41,4.87,5.5,1596202200.0,1778529600,Basic Materials,Other Precious Metals & Mining,ASE
3179,ANGX,"Angel Studios, Inc.",516362240,2.77,2.83,518206,2.045,20.385,20.385,1757597400.0,1777579200,Communication Services,Entertainment,NYQ
3180,NWAX,New America Acquisition I Corp.,506466016,10.17,10.17,4934,9.675,10.39,10.39,1769437800.0,0,Financial Services,Shell Companies,NYQ
3181,MCTA,Charming Medical Limited,504260192,29.355,29.355,0,4.3,31.7,31.7,1761053400.0,0,Healthcare,Medical Care Facilities,NCM
3182,EIM,Eaton Vance Municipal Bond Fund,507047552,9.87,9.86,114263,9.41,10.54,16.18,1030541400.0,0,Financial Services,Asset Management,ASE
3183,BSRR,Sierra Bancorp,496747392,37.98,38.31,89749,26.49,39.0,39.0,766675800.0,1777293000,Financial Services,Banks - Regional,NMS
3184,FTHY,First Trust High Yield Opportunities 2027 Term Fund,508570432,13.83,13.75,95983,13.201,14.98,21.8,1593178200.0,0,Financial Services,Asset Management,NYQ
3185,BETR,Better Home & Finance Holding Company,550432768,29.17,28.29,443356,10.81,94.06,3145.5,1619789400.0,1778157000,Financial Services,Mortgage Finance,NGM
3186,WILC,G. Willi-Food International Ltd.,513146624,36.9,36.45,2205,15.2,37.35,37.35,864135000.0,0,Consumer Defensive,Food Distribution,NCM
3187,FLGT,"Fulgent Genetics, Inc.",515187296,18.14,18.24,853616,13.46,31.04,189.89,1475155800.0,1777638600,Healthcare,Diagnostics & Research,NGM
3188,CHCT,Community Healthcare Trust Incorporated,492006240,17.22,17.37,100186,13.23,18.22,52.54,1432128600.0,1778011200,Real Estate,REIT - Healthcare Facilities,NYQ
3189,SIDU,"Sidus Space, Inc.",477987936,4.91,5.18,35239717,0.628,6.79,2970.0,1639492200.0,1778788800,Industrials,Aerospace & Defense,NCM
3190,IGD,Voya Global Equity Dividend and Premium Opportunity Fund,499237664,6.33,6.35,427259,5.58,6.41,23.94,1112106600.0,0,Financial Services,Asset Management,NYQ
3191,RBBN,Ribbon Communications Inc.,542508352,3.08,3.08,1094640,1.8,4.29,468.33334,959261400.0,1777406400,Technology,Software - Application,NMS
3192,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,507540608,30.97,30.88,37656,25.68,31.15,36.23,1085578200.0,0,Financial Services,Asset Management,NYQ
3193,MNRO,"Monro, Inc.",493915648,16.45,16.62,1063879,12.26,23.91,89.72,680880600.0,1779885000,Consumer Cyclical,Auto Parts,NMS
3194,PML,PIMCO Municipal Income Fund II,500034880,7.52,7.48,525346,7.1,8.01,16.2,1025098200.0,0,Financial Services,Asset Management,NYQ
3195,UXIN,Uxin Limited,494955584,2.25,2.29,87305,2.01,5.36,1049.0,1530106200.0,1775824200,Consumer Cyclical,Auto & Truck Dealerships,NMS
3196,MFI,mF International Limited,508816160,9.85,9.73,4532,6.66,60.73,115.92,1713792600.0,0,Technology,Software - Application,NCM
3197,EPRX,Eupraxia Pharmaceuticals Inc.,463168064,7.09,7.38,194162,3.85,9.32,9.32,1712323800.0,0,Healthcare,Biotechnology,NCM
3198,GHY,"PGIM Global High Yield Fund, Inc",494810336,12.08,12.07,119757,11.25,13.74,20.25,1356359400.0,0,Financial Services,Asset Management,NYQ
3199,ANGO,"AngioDynamics, Inc.",474341152,11.48,11.79,237382,8.36,13.99,32.0,1086096600.0,1775133000,Healthcare,Medical Instruments & Supplies,NMS
3200,CWH,"Camping World Holdings, Inc.",465600000,7.33,7.66,3400512,5.7,19.64,49.2,1475847000.0,1777492800,Consumer Cyclical,Auto & Truck Dealerships,NYQ
3201,PUBM,"PubMatic, Inc.",542458048,11.68,11.44,992676,6.15,13.88,76.958,1607524200.0,1778184000,Technology,Software - Application,NGM
3202,MATV,"Mativ Holdings, Inc.",489442752,8.88,9.08,223219,6.03,15.48,63.53,815927400.0,1778097600,Basic Materials,Specialty Chemicals,NYQ
3203,ASPN,"Aspen Aerogels, Inc.",530415712,6.4,6.37,1605948,2.3,9.78,65.986,1402666200.0,1778157000,Industrials,Building Products & Equipment,NYQ
3204,ZSQR,Z Squared Inc.,478827200,9.31,8.91,214668,6.8,21.41,428.4,1608215400.0,0,Technology,Software - Infrastructure,NGM
3205,BLW,BlackRock Limited Duration Income Trust,491290912,12.57,12.54,162321,12.06,14.3,21.51,1059485400.0,0,Financial Services,Asset Management,NYQ
3206,PRTH,"Priority Technology Holdings, Inc.",526249504,6.39,6.23,365452,4.44,8.89,12.99,1481034600.0,1778502600,Technology,Software - Infrastructure,NCM
3207,YORW,The York Water Company,484659232,29.9,29.79,85242,28.26,34.3,53.77,925738200.0,1778007600,Utilities,Utilities - Regulated Water,NMS
3208,ALIT,"Alight, Inc.",515761728,0.9423,0.9452,36532665,0.479,6.11,14.51,1594992600.0,1778011200,Technology,Software - Application,NYQ
3209,FBIZ,"First Business Financial Services, Inc.",480991808,57.52,57.49,19798,45.9,60.54,60.54,1131546600.0,1776974400,Financial Services,Banks - Regional,NMS
3210,CWCO,Consolidated Water Co. Ltd.,482885728,30.18,30.15,54729,26.71,39.12,39.12,791044200.0,1778529600,Utilities,Utilities - Regulated Water,NMS
3211,TROO,"TROOPS, Inc.",508186272,4.16,3.98,372903,0.61,5.28,33.32,1207747800.0,0,Financial Services,Credit Services,NCM
3212,KRSP,Rice Acquisition Corporation 3,477046944,10.37,10.41,2881,10.21,11.0,11.0,1763994600.0,0,Financial Services,Shell Companies,NYQ
3213,RPD,"Rapid7, Inc.",560040576,8.38,7.44,4527983,4.97,25.85,145.0,1437139800.0,1778011200,Technology,Software - Infrastructure,NGM
3214,IFN,"Aberdeen India Fund, Inc.",480260992,11.26,11.23,115898,10.84,16.6,71.54,761322600.0,0,Financial Services,Asset Management,NYQ
3215,WGRX,"Wellgistics Health, Inc.",8595914,3.42,3.72,296386,3.04,104.75,352.0,1740148200.0,0,Healthcare,Pharmaceutical Retailers,NCM
3216,MVST,"Microvast Holdings, Inc.",516393920,1.55,1.6,4476384,1.17,7.12,25.2,1553693400.0,1778529600,Consumer Cyclical,Auto Parts,NCM
3217,MEVO,M Evo Global Acquisition Corp II,480674976,9.945,9.92,27111,9.83,9.95,9.95,1771511400.0,0,Financial Services,Shell Companies,NGM
3218,AIOT,"PowerFleet, Inc.",524515872,3.91,3.61,4088083,2.78,5.88,25.84,930749400.0,0,Technology,Software - Infrastructure,NGM
3219,ABAT,American Battery Technology Company,492456032,3.61,3.79,8256280,1.2,11.49,73.5,1456324200.0,1778526000,Industrials,Waste Management,NCM
3220,SWMR,"Swarmer, Inc",606996160,56.21,56.79,942768,11.25,68.97,68.97,1773754200.0,1778675400,Technology,Software - Infrastructure,NCM
3221,PKOH,Park-Ohio Holdings Corp.,468804416,32.56,33.31,44944,15.52,35.01,65.24,99153000.0,1778097600,Industrials,Specialty Industrial Machinery,NMS
3222,BMBL,Bumble Inc.,480824384,3.17,3.26,2226587,2.61,8.64,84.8,1613053800.0,1778011200,Communication Services,Internet Content & Information,NMS
3223,COFS,"ChoiceOne Financial Services, Inc.",470216096,31.4,31.42,74988,26.1,35.4,38.15,993130200.0,1777033800,Financial Services,Banks - Regional,NCM
3224,GIW,GigCapital8 Corp.,475229216,10.05,10.05,4657,9.87,10.06,10.06,1761571800.0,0,Financial Services,Shell Companies,NGM
3225,CATX,"Perspective Therapeutics, Inc.",449342048,3.94,4.05,759147,1.96,6.16,85.0,1131633000.0,1778529600,Healthcare,Medical Devices,ASE
3226,NINE,"Nine Energy Service, Inc.",443661696,10.24,10.51,50889,7.32,11.4,11.4,1774963800.0,0,Energy,Oil & Gas Equipment & Services,ASE
3227,EBS,Emergent BioSolutions Inc.,470558208,9.12,9.18,1157048,5.62,14.06,137.61,1163601000.0,1777579200,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ
3228,BBW,"Build-A-Bear Workshop, Inc.",468119616,37.21,38.9,666154,34.08,75.85,75.85,1098970200.0,1779971400,Consumer Cyclical,Specialty Retail,NYQ
3229,ELMT,The Elmet Group Co.,460437792,15.28,16.2,1043226,13.38,22.25,22.25,1776951000.0,1780057800,Industrials,Aerospace & Defense,NCM
3230,ANSC,Agriculture & Natural Solutions Acquisition Corporation,470730176,11.33,11.33,132,10.7,11.38,11.38,1704292200.0,0,Financial Services,Shell Companies,NGM
3231,CAL,"Caleres, Inc.",491266368,14.56,14.67,600228,8.8,16.14,44.51,322151400.0,1780576200,Consumer Cyclical,Apparel Retail,NYQ
3232,SCVL,"Shoe Carnival, Inc.",486470016,17.7,17.6,402160,14.91,26.57,46.92,732292200.0,1779366600,Consumer Cyclical,Apparel Retail,NMS
3233,LZM,Lifezone Metals Limited,478848832,5.25,5.3,267383,3.07,6.4,19.92,1639405800.0,1777552200,Basic Materials,Other Industrial Metals & Mining,NYQ
3234,ALTI,"AlTi Global, Inc.",500338880,3.3,3.33,83434,2.96,5.445,28.49,1619530200.0,1778529600,Financial Services,Asset Management,NCM
3235,CVGW,"Calavo Growers, Inc.",466334752,26.09,26.09,955561,18.4,28.98,108.0,1027344600.0,1773345600,Consumer Defensive,Food Distribution,NMS
3236,HTT,High Templar Tech Limited,464297664,2.99,3.0,344614,1.88,5.08,35.45,1508333400.0,1773232200,Financial Services,Credit Services,NYQ
3237,CGC,Canopy Growth Corporation,489497760,1.09,1.12,7701404,0.844,2.38,592.5,1396877400.0,1781526600,Healthcare,Drug Manufacturers - Specialty & Generic,NMS
3238,CRAN,Crane Harbor Acquisition Corp. II,470406976,10.03,10.02,3671,9.88,10.1,10.1,1768228200.0,0,Financial Services,Shell Companies,NGM
3239,NMAI,Nuveen Multi-Asset Income Fund,474644160,14.2,14.01,133938,11.99,14.38,20.0,1637591400.0,0,Financial Services,Asset Management,NYQ
3240,STTK,"Shattuck Labs, Inc.",456249088,5.95,5.97,1037933,0.712,8.33,60.516,1602250200.0,1778157000,Healthcare,Biotechnology,NMS
3241,NVEC,NVE Corporation,473752160,97.94,100.865,155962,57.21,110.03,171.875,801235800.0,1778097600,Technology,Semiconductors,NCM
3242,ACHV,"Achieve Life Sciences, Inc.",537933440,5.24,5.3,967109,2.0,6.15,1856250.0,813504600.0,1778589000,Healthcare,Biotechnology,NCM
3243,TWI,"Titan International, Inc.",464765536,7.22,7.27,368223,6.43,11.7,37.992,737904600.0,1777552200,Industrials,Farm & Heavy Construction Machinery,NYQ
3244,GTEN,"Gores Holdings X, Inc.",467423232,10.3699,10.34,1011,10.12,10.53,10.53,1750685400.0,0,Financial Services,Shell Companies,NGM
3245,TITN,Titan Machinery Inc.,508606048,21.82,21.73,146998,13.21,22.22,47.87,1197556200.0,1781008200,Industrials,Industrial Distribution,NMS
3246,HPS,John Hancock Preferred Income Fund III,471595488,14.66,14.68,61246,13.8,15.68,25.67,1055856600.0,0,Financial Services,Asset Management,NYQ
3247,JOUT,Johnson Outdoors Inc.,468847200,44.76,45.5,43314,26.4,53.54,154.18,560784600.0,1778243400,Consumer Cyclical,Leisure,NMS
3248,NBB,Nuveen Taxable Municipal Income Fund,466494720,15.87,15.73,56440,14.95,16.62,24.13,1272461400.0,0,Financial Services,Asset Management,NYQ
3249,SFIX,"Stitch Fix, Inc.",486020192,3.56,3.69,1581640,2.95,5.94,113.759,1510929000.0,1781121600,Consumer Cyclical,Apparel Retail,NMS
3250,KIO,KKR Income Opportunities Fund,463542208,11.31,11.39,208309,10.65,12.83,19.9,1374845400.0,0,Financial Services,Asset Management,NYQ
3251,VVR,Invesco Senior Income Trust,471010560,3.06,3.01,1285283,2.93,3.83,10.4375,898695000.0,0,Financial Services,Asset Management,NYQ
3252,MAX,"MediaAlpha, Inc.",481153152,8.9,8.89,450254,7.09,13.92,70.333,1603891800.0,1777492800,Communication Services,Internet Content & Information,NYQ
3253,BLZE,"Backblaze, Inc.",496921952,8.28,7.65,2916971,3.261,10.858,36.5,1636641000.0,1777924800,Technology,Software - Infrastructure,NGM
3254,FPI,Farmland Partners Inc.,455641056,10.27,10.41,397069,9.365,13.225,16.43,1397223000.0,1777492800,Real Estate,REIT - Specialty,NYQ
3255,OBT,"Orange County Bancorp, Inc.",457477664,34.12,34.25,39410,22.84,37.99,37.99,1066224600.0,0,Financial Services,Banks - Regional,NCM
3256,SES,SES AI Corporation,483761184,1.31,1.38,6963001,0.8,3.73,11.47,1614609000.0,1776974400,Consumer Cyclical,Auto Parts,NYQ
3257,ATOM,Atomera Incorporated,386385664,9.98,11.17,1464885,1.892,12.365,47.13,1470663000.0,1778011200,Technology,Semiconductor Equipment & Materials,NCM
3258,APXT,Apex Treasury Corporation,461898016,10.05,10.04,105557,9.87,10.05,10.05,1763389800.0,0,Financial Services,Shell Companies,NGM
3259,OPTX,"Syntec Optics Holdings, Inc.",400784800,9.95,11.04,1194145,1.18,12.2,19.5,1643207400.0,0,Technology,Electronic Components,NCM
3260,ESEA,Euroseas Ltd.,449459616,63.7,65.21,47273,38.0,78.76,1400.8137,1146835800.0,1779366600,Industrials,Marine Shipping,NCM
3261,KIDS,OrthoPediatrics Corp.,441011360,17.17,17.81,144820,14.42,23.7,73.91,1507901400.0,1777579200,Healthcare,Medical Devices,NGM
3262,KMDA,Kamada Ltd.,451543040,7.81,7.86,33868,6.5,9.35,17.95,1370007000.0,1778675400,Healthcare,Drug Manufacturers - Specialty & Generic,NMS
3263,IMXI,"International Money Express, Inc.",450514560,14.97,14.96,551909,8.58,15.95,28.24,1490621400.0,0,Technology,Software - Infrastructure,NCM
3264,TOI,"The Oncology Institute, Inc.",468919968,4.69,4.71,1498924,2.015,4.88,12.66,1591277400.0,1778184000,Healthcare,Medical Care Facilities,NCM
3265,GETY,"Getty Images Holdings, Inc.",435717600,1.04,1.12,2287495,0.67,3.21,37.88,1600695000.0,1778529600,Communication Services,Internet Content & Information,NYQ
3266,FFA,First Trust Enhanced Equity Income Fund,462324416,23.13,23.02,16181,19.5,23.13,23.13,1093613400.0,0,Financial Services,Asset Management,NYQ
3267,SEAH,N/A,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,N/A,N/A,
3268,OVID,Ovid Therapeutics Inc.,509527456,2.73,2.64,1659698,0.27,3.105,15.929,1493991000.0,1778589000,Healthcare,Biotechnology,NCM
3269,PDLB,"Ponce Financial Group, Inc.",456667520,18.88,18.81,81123,12.81,19.15,19.15,1506951000.0,1777033800,Financial Services,Banks - Regional,NGM
3270,GRRR,Gorilla Technology Group Inc.,566351040,20.48,17.74,2372107,9.04,27.9,510.0,1620653400.0,1779885000,Technology,Software - Infrastructure,NCM
3271,FDMT,"4D Molecular Therapeutics, Inc.",518057696,9.91,8.97,3296101,3.55,12.34,55.11,1607697000.0,1773864000,Healthcare,Biotechnology,NMS
3272,NPFD,Nuveen Variable Rate Preferred & Income Fund,460568480,19.06,19.05,56695,17.59,20.12,26.88,1639665000.0,0,Financial Services,Asset Management,NYQ
3273,CMCL,Caledonia Mining Corporation Plc,458877536,23.76,23.71,119216,17.23,38.75,481.25,469722600.0,1778502600,Basic Materials,Gold,ASE
3274,ITIC,Investors Title Company,443207072,234.75,238.92,57044,190.2,288.98,290.4,534004200.0,1778157000,Financial Services,Insurance - Specialty,NMS
3275,MWC,"Micware Co., Ltd.",424741760,7.2,7.09,142862,4.7,13.95,13.95,1778765400.0,0,Consumer Cyclical,Auto Parts,NGM
3276,STRO,"Sutro Biopharma, Inc.",484353920,29.23,29.63,209734,6.7,43.85,283.0,1538055000.0,0,Healthcare,Biotechnology,NGM
3277,OCGN,"Ocugen, Inc.",467160160,1.38,1.41,12633219,0.8,2.725,778.2,1417617000.0,1777984200,Healthcare,Biotechnology,NCM
